mol_id,smiles
gdb_48046,C(C#CC=O)OCC#N
gdb_48047,C1CC1C#CC(=O)C=O
gdb_48048,O=CC(=O)C#CC1CN1
gdb_48049,O=CC(=O)C#CC1CO1
gdb_48050,C#CCC#CC(=O)C=O
gdb_48051,C(C#CC(=O)C=O)C#N
gdb_48052,N=C(N1CC1)C(=O)C=O
gdb_48053,C1CC1C(=O)C(=O)C=O
gdb_48054,O=CC(=O)C(=O)C1CN1
gdb_48055,O=CC(=O)C(=O)C1CO1
gdb_48056,C1CN1C(=O)C(=O)C=O
gdb_48057,C#CCC(=O)C(=O)C=O
gdb_48058,C#CC(C#C)C(=O)C=O
gdb_48059,O=CC(=O)C(C#C)C#N
gdb_48060,C#CC1(CC1)C(=O)C=O
gdb_48061,C1CC1(C#N)C(=O)C=O
gdb_48062,O=CC(=O)C1(CN1)C#C
gdb_48063,O=CC(=O)C1(CN1)C#N
gdb_48064,O=CC(=O)C1(CO1)C#C
gdb_48065,O=CC(=O)C1(CO1)C#N
gdb_48066,C1CC1(C=O)C(=O)C=O
gdb_48067,O=CC(=O)C1(CN1)C=O
gdb_48068,O=CC(=O)C1(CO1)C=O
gdb_48069,O=CC(=O)C12CC(C1)C2
gdb_48070,O=CC(=O)C12CC(C1)N2
gdb_48071,O=CC(=O)C12CC(C1)O2
gdb_48072,O=CC(=O)C12CN(C1)C2
gdb_48073,O=CC(=O)C12CC1CC2
gdb_48074,O=CC(=O)C12CC1CO2
gdb_48075,O=CC(=O)C12CC1OC2
gdb_48076,O=CC(=O)C12CCC1N2
gdb_48077,O=CC(=O)C12CCC1O2
gdb_48078,O=CC(=O)C12CN1CC2
gdb_48079,C1CC=C(C1)C(=O)C=O
gdb_48080,C1C=C(CO1)C(=O)C=O
gdb_48081,C1CNC=C1C(=O)C=O
gdb_48082,O=CC(=O)C1=NCCN1
gdb_48083,C1COC(=N1)C(=O)C=O
gdb_48084,N=C(C=O)N1C2CC1C2
gdb_48085,O=CC(=O)C1C2CC1C2
gdb_48086,O=CC(=O)C1C2CC1O2
gdb_48087,O=CC(=O)C1C2CN1C2
gdb_48088,O=CC(=O)N1C2CC1C2
gdb_48089,N=C(C=O)N1C2CCC12
gdb_48090,O=CC(=O)C1C2CCC12
gdb_48091,O=CC(=O)C1C2CCN12
gdb_48092,O=CC(=O)C1C2COC12
gdb_48093,O=CC(=O)N1C2CCC12
gdb_48094,N=C(C=O)N1CC(=O)C1
gdb_48095,N=C1CC(O1)C(=O)C=O
gdb_48096,C1C(CC1=O)C(=O)C=O
gdb_48097,O=CC(=O)C1CC(=O)N1
gdb_48098,O=CC(=O)C1CC(=O)O1
gdb_48099,C1C(=O)CN1C(=O)C=O
gdb_48100,N=C(C=O)N1CC1C#C
gdb_48101,N=C(C=O)N1CC1C#N
gdb_48102,O=CC(=O)C1CC1C#C
gdb_48103,O=CC(=O)C1CC1C#N
gdb_48104,O=CC(=O)C1NC1C#C
gdb_48105,O=CC(=O)C1NC1C#N
gdb_48106,O=CC(=O)C1OC1C#C
gdb_48107,O=CC(=O)C1OC1C#N
gdb_48108,O=CC(=O)N1CC1C#C
gdb_48109,O=CC(=O)N1CC1C#N
gdb_48110,N=C(C=O)N1CC2CC12
gdb_48111,O=CC(=O)C1CC2CC12
gdb_48112,O=CC(=O)C1CC2CN12
gdb_48113,O=CC(=O)C1CC2NC12
gdb_48114,O=CC(=O)C1CC2OC12
gdb_48115,O=CC(=O)C1CN2CC12
gdb_48116,O=CC(=O)C1OC2CC12
gdb_48117,O=CC(=O)N1CC2CC12
gdb_48118,N=C(C=O)N1CC=CC1
gdb_48119,O=CC(=O)C1CC=CC1
gdb_48120,O=CC(=O)C1CN=CO1
gdb_48121,C1C=CCN1C(=O)C=O
gdb_48122,N=C(C=O)N1CCC1=N
gdb_48123,N=C(C=O)N1CCC1=O
gdb_48124,N=C1CCN1C(=O)C=O
gdb_48125,N=C1OCC1C(=O)C=O
gdb_48126,O=CC(=O)C1CNC1=O
gdb_48127,C1CN(C1=O)C(=O)C=O
gdb_48128,N=C(C=O)N1CCC=C1
gdb_48129,N=C(C=O)N1CCN=C1
gdb_48130,O=CC(=O)C1CCC=C1
gdb_48131,O=CC(=O)C1COC=N1
gdb_48132,O=CC(=O)C1OCC=C1
gdb_48133,C1CN(C=C1)C(=O)C=O
gdb_48134,C1CN(C=N1)C(=O)C=O
gdb_48135,N=C(C=O)N1CCCC1
gdb_48136,C1CCC(C1)C(=O)C=O
gdb_48137,O=CC(=O)C1CCCO1
gdb_48138,O=CC(=O)C1CCOC1
gdb_48139,O=CC(=O)C1COCO1
gdb_48140,C1COC(O1)C(=O)C=O
gdb_48141,C1CCN(C1)C(=O)C=O
gdb_48142,C#CC#CCC(=O)C=O
gdb_48143,C(C#CC#N)C(=O)C=O
gdb_48144,C#CC(=N)NC(=N)C=O
gdb_48145,C(=O)C(=N)NC(=N)C#N
gdb_48146,C#CC(=O)NC(=N)C=O
gdb_48147,C#CC(=N)NC(=O)C=O
gdb_48148,N=C(OC(=O)C=O)C#C
gdb_48149,N=C(OC(=O)C=O)C#N
gdb_48150,C#CC(=O)NC(=O)C=O
gdb_48151,C(=O)C(=N)NC(=N)C=O
gdb_48152,N=C(OC(=O)C=O)C=O
gdb_48153,C1CC(C1)NC(=N)C=O
gdb_48154,C1C(CO1)NC(=N)C=O
gdb_48155,C1CC(C1)CC(=O)C=O
gdb_48156,O=CC(=O)CC1CCO1
gdb_48157,C1C(CO1)CC(=O)C=O
gdb_48158,C1CN(C1)CC(=O)C=O
gdb_48159,C1CC(C1)NC(=O)C=O
gdb_48160,C1C(CO1)NC(=O)C=O
gdb_48161,C1CC(C1)OC(=O)C=O
gdb_48162,C1C(CO1)OC(=O)C=O
gdb_48163,C1CC1CNC(=N)C=O
gdb_48164,N=C(NCC1CN1)C=O
gdb_48165,N=C(NCC1CO1)C=O
gdb_48166,C1CC1CCC(=O)C=O
gdb_48167,O=CC(=O)CCC1CO1
gdb_48168,C1CN1CCC(=O)C=O
gdb_48169,C1CC1OCC(=O)C=O
gdb_48170,C1CC1CNC(=O)C=O
gdb_48171,O=CC(=O)NCC1CN1
gdb_48172,O=CC(=O)NCC1CO1
gdb_48173,C1CC1COC(=O)C=O
gdb_48174,O=CC(=O)OCC1CN1
gdb_48175,O=CC(=O)OCC1CO1
gdb_48176,C#CCCNC(=N)C=O
gdb_48177,C(CNC(=N)C=O)C#N
gdb_48178,C#CCCCC(=O)C=O
gdb_48179,C(CC#N)CC(=O)C=O
gdb_48180,C#CCNCC(=O)C=O
gdb_48181,C(C#N)NCC(=O)C=O
gdb_48182,C#CCOCC(=O)C=O
gdb_48183,C(C#N)OCC(=O)C=O
gdb_48184,C#CCCNC(=O)C=O
gdb_48185,C(CNC(=O)C=O)C#N
gdb_48186,C#CCCOC(=O)C=O
gdb_48187,C(COC(=O)C=O)C#N
gdb_48188,C#CC(C=O)(C#C)C#C
gdb_48189,C#CC(C=O)(C#C)C#N
gdb_48190,C#CC(C=O)(C#N)C#N
gdb_48191,C(=O)C(C#N)(C#N)C#N
gdb_48192,O=CC(C#C)C#CC#C
gdb_48193,O=CC(C#C)C#CC#N
gdb_48194,O=CC(C#N)C#CC#C
gdb_48195,O=CC(C#N)C#CC#N
gdb_48196,O=CC(C#C)C(=O)C#C
gdb_48197,O=CC(C#C)C1CCC1
gdb_48198,O=CC(C#C)C1CCO1
gdb_48199,O=CC(C#C)C1COC1
gdb_48200,O=CC(C#C)N1CCC1
gdb_48201,O=CC(C#N)C1CCC1
gdb_48202,O=CC(C#N)C1CCO1
gdb_48203,O=CC(C#N)C1COC1
gdb_48204,O=CC(C#N)N1CCC1
gdb_48205,C1CC1C(C=O)C2CC2
gdb_48206,O=CC(C1CC1)C1CN1
gdb_48207,O=CC(C1CC1)C1CO1
gdb_48208,O=CC(C1CC1)N1CC1
gdb_48209,O=CC(C1CN1)C1CN1
gdb_48210,O=CC(C1CN1)C1CO1
gdb_48211,O=CC(C1CN1)N1CC1
gdb_48212,O=CC(C1CO1)C1CO1
gdb_48213,O=CC(C1CO1)N1CC1
gdb_48214,C1CC1N(C=O)C2CC2
gdb_48215,C#CC(C=O)(C=O)C#C
gdb_48216,C#CC(C=O)(C=O)C#N
gdb_48217,C(=O)C(C=O)(C#N)C#N
gdb_48218,C#CC(C=O)(C=O)C=O
gdb_48219,C(=O)C(C=O)(C=O)C#N
gdb_48220,C(=O)C(C=O)(C=O)C=O
gdb_48221,C#CC#CC(C=O)C=O
gdb_48222,C#CC(=N)N(C=O)C=O
gdb_48223,C(=O)N(C=O)C(=N)C#N
gdb_48224,C#CC(=N)N(C=N)C=N
gdb_48225,C(=N)N(C=N)C(=N)C#N
gdb_48226,C#CC(=O)N(C=N)C=N
gdb_48227,C(=N)N(C=N)C(=O)C#N
gdb_48228,C#CC(=N)N(C=N)C=O
gdb_48229,C(=N)N(C=O)C(=N)C#N
gdb_48230,C#CC(=O)N(C=N)C=O
gdb_48231,C(=N)N(C=O)C(=O)C#N
gdb_48232,C#CC(=O)N(C=O)C=O
gdb_48233,C(=O)N(C=O)C(=O)C#N
gdb_48234,C(=O)C(=N)N(C=O)C=O
gdb_48235,C(=O)C(=N)N(C=N)C=N
gdb_48236,C(=O)C(=O)N(C=N)C=N
gdb_48237,C(=O)C(=N)N(C=N)C=O
gdb_48238,C(=O)C(=O)N(C=N)C=O
gdb_48239,C(=O)C(=O)N(C=O)C=O
gdb_48240,C1CC(C1)N(C=N)C=O
gdb_48241,C1C(CO1)N(C=N)C=O
gdb_48242,C1CC(C1)C(C=O)C=O
gdb_48243,O=CC(C=O)C1CCO1
gdb_48244,C1C(CO1)C(C=O)C=O
gdb_48245,C1CN(C1)C(C=O)C=O
gdb_48246,C1CC(C1)N(C=O)C=O
gdb_48247,C1C(CO1)N(C=O)C=O
gdb_48248,O=CC(CC#C)C1CC1
gdb_48249,O=CC(CC#C)C1CN1
gdb_48250,O=CC(CC#C)C1CO1
gdb_48251,O=CC(CC#C)N1CC1
gdb_48252,O=CC(CC#N)C1CC1
gdb_48253,O=CC(CC#N)C1CN1
gdb_48254,O=CC(CC#N)C1CO1
gdb_48255,O=CC(CC#N)N1CC1
gdb_48256,C#CCN(C=O)C1CC1
gdb_48257,C1CC1N(CC#N)C=O
gdb_48258,C(C#N)N(CC#N)C=N
gdb_48259,C#CCC(CC#C)C=O
gdb_48260,O=CC(CC#C)CC#N
gdb_48261,C(C#N)C(CC#N)C=O
gdb_48262,C#CCN(CC#C)C=O
gdb_48263,C#CCN(CC#N)C=O
gdb_48264,C(C#N)N(CC#N)C=O
gdb_48265,O=CC(CC1CC1)C#C
gdb_48266,O=CC(CC1CC1)C#N
gdb_48267,O=CC(CC1CN1)C#N
gdb_48268,O=CC(CC1CO1)C#C
gdb_48269,O=CC(CC1CO1)C#N
gdb_48270,O=CC(CN1CC1)C#C
gdb_48271,O=CC(CN1CC1)C#N
gdb_48272,O=CC(NC1CC1)C#C
gdb_48273,O=CC(NC1CC1)C#N
gdb_48274,O=CC(OC1CC1)C#C
gdb_48275,O=CC(OC1CC1)C#N
gdb_48276,C1CC1CN(C=N)C=O
gdb_48277,N=CN(CC1CN1)C=O
gdb_48278,N=CN(CC1CO1)C=O
gdb_48279,C1CC1CC(C=O)C=O
gdb_48280,O=CC(CC1CO1)C=O
gdb_48281,C1CN1CC(C=O)C=O
gdb_48282,C1CC1NC(C=O)C=O
gdb_48283,C1CC1OC(C=O)C=O
gdb_48284,C1CC1CN(C=O)C=O
gdb_48285,O=CN(CC1CN1)C=O
gdb_48286,O=CN(CC1CO1)C=O
gdb_48287,O=CC(CCC#C)C#C
gdb_48288,O=CC(CCC#C)C#N
gdb_48289,O=CC(CCC#N)C#C
gdb_48290,O=CC(CCC#N)C#N
gdb_48291,O=CC(NCC#C)C#C
gdb_48292,O=CC(NCC#C)C#N
gdb_48293,O=CC(NCC#N)C#C
gdb_48294,O=CC(NCC#N)C#N
gdb_48295,O=CC(OCC#C)C#C
gdb_48296,O=CC(OCC#C)C#N
gdb_48297,O=CC(OCC#N)C#C
gdb_48298,O=CC(OCC#N)C#N
gdb_48299,C#CCCN(C=N)C=O
gdb_48300,C(CN(C=N)C=O)C#N
gdb_48301,C#CCCC(C=O)C=O
gdb_48302,C(CC(C=O)C=O)C#N
gdb_48303,C#CCNC(C=O)C=O
gdb_48304,C(C#N)NC(C=O)C=O
gdb_48305,C#CCOC(C=O)C=O
gdb_48306,C(C#N)OC(C=O)C=O
gdb_48307,C#CCCN(C=O)C=O
gdb_48308,C(CN(C=O)C=O)C#N
gdb_48309,O=CC1(C#C)C2CC1C2
gdb_48310,O=CC1(C#C)C2CC1O2
gdb_48311,O=CC1(C#C)C2CN1C2
gdb_48312,O=CC1(C#N)C2CC1C2
gdb_48313,O=CC1(C#N)C2CC1N2
gdb_48314,O=CC1(C#N)C2CC1O2
gdb_48315,O=CC1(C#N)C2CN1C2
gdb_48316,O=CC1(C#C)C2CCC12
gdb_48317,O=CC1(C#C)C2CCN12
gdb_48318,O=CC1(C#C)C2COC12
gdb_48319,O=CC1(C#N)C2CCC12
gdb_48320,O=CC1(C#N)C2CCN12
gdb_48321,O=CC1(C#N)C2CNC12
gdb_48322,O=CC1(C#N)C2COC12
gdb_48323,O=CC1(C=O)C2CC1C2
gdb_48324,O=CC1(C=O)C2CC1O2
gdb_48325,O=CC1(C=O)C2CN1C2
gdb_48326,O=CC1(C=O)C2CCC12
gdb_48327,O=CC1(C=O)C2CCN12
gdb_48328,O=CC1(C=O)C2COC12
gdb_48329,C#CCC1(CCC1)C=O
gdb_48330,O=CC1(CC#C)CCO1
gdb_48331,C#CCC1(COC1)C=O
gdb_48332,C1CC(C1)(CC#N)C=O
gdb_48333,O=CC1(CC#N)CCN1
gdb_48334,O=CC1(CC#N)CCO1
gdb_48335,C1C(CO1)(CC#N)C=O
gdb_48336,N=C1CC(N1)(C=O)C#N
gdb_48337,N=C1CC(O1)(C=O)C#C
gdb_48338,N=C1CC(O1)(C=O)C#N
gdb_48339,C#CC1(CC(=O)C1)C=O
gdb_48340,C1C(=O)CC1(C=O)C#N
gdb_48341,O=CC1(CC(=O)N1)C#C
gdb_48342,O=CC1(CC(=O)O1)C#C
gdb_48343,O=CC1(CC(=O)O1)C#N
gdb_48344,N=C1CC(O1)(C=O)C=O
gdb_48345,C1C(=O)CC1(C=O)C=O
gdb_48346,C1C(=O)NC1(C=O)C=O
gdb_48347,C1C(=O)OC1(C=O)C=O
gdb_48348,C#CC#CC1(CC1)C=O
gdb_48349,C1CC1(C=O)C#CC#N
gdb_48350,O=CC1(CN1)C#CC#C
gdb_48351,O=CC1(CN1)C#CC#N
gdb_48352,O=CC1(CO1)C#CC#C
gdb_48353,O=CC1(CO1)C#CC#N
gdb_48354,C#CC(=O)C1(CC1)C=O
gdb_48355,C1CC1(C=O)C(=O)C#N
gdb_48356,O=CC1(CN1)C(=O)C#C
gdb_48357,O=CC1(CN1)C(=O)C#N
gdb_48358,O=CC1(CO1)C(=O)C#C
gdb_48359,O=CC1(CO1)C(=O)C#N
gdb_48360,C1CC(C1)C2(CC2)C=O
gdb_48361,O=CC1(CC1)C1CCO1
gdb_48362,C1CC1(C=O)C2COC2
gdb_48363,C1CN(C1)C2(CC2)C=O
gdb_48364,O=CC1(CN1)C1CCC1
gdb_48365,O=CC1(CN1)C1CCO1
gdb_48366,O=CC1(CN1)C1COC1
gdb_48367,O=CC1(CO1)C1CCC1
gdb_48368,O=CC1(CO1)C1CCO1
gdb_48369,O=CC1(CO1)C1COC1
gdb_48370,O=CC1(CC1C#C)C#C
gdb_48371,O=CC1(CC1C#C)C#N
gdb_48372,O=CC1(CC1C#N)C#C
gdb_48373,O=CC1(CC1C#N)C#N
gdb_48374,O=CC1(NC1C#C)C#C
gdb_48375,O=CC1(NC1C#C)C#N
gdb_48376,O=CC1(NC1C#N)C#C
gdb_48377,O=CC1(NC1C#N)C#N
gdb_48378,O=CC1(OC1C#C)C#C
gdb_48379,O=CC1(OC1C#C)C#N
gdb_48380,O=CC1(OC1C#N)C#C
gdb_48381,O=CC1(OC1C#N)C#N
gdb_48382,O=CC1(CC1C#C)C=O
gdb_48383,O=CC1(CC1C#N)C=O
gdb_48384,O=CC1(NC1C#C)C=O
gdb_48385,O=CC1(NC1C#N)C=O
gdb_48386,O=CC1(OC1C#C)C=O
gdb_48387,O=CC1(OC1C#N)C=O
gdb_48388,O=CC1(CC2CC12)C#C
gdb_48389,O=CC1(CC2CC12)C#N
gdb_48390,O=CC1(CC2CN12)C#C
gdb_48391,O=CC1(CC2CN12)C#N
gdb_48392,O=CC1(CC2NC12)C#C
gdb_48393,O=CC1(CC2NC12)C#N
gdb_48394,O=CC1(CC2OC12)C#C
gdb_48395,O=CC1(CC2OC12)C#N
gdb_48396,O=CC1(CN2CC12)C#C
gdb_48397,O=CC1(CN2CC12)C#N
gdb_48398,O=CC1(NC2CC12)C#C
gdb_48399,O=CC1(NC2CC12)C#N
gdb_48400,O=CC1(OC2CC12)C#C
gdb_48401,O=CC1(OC2CC12)C#N
gdb_48402,O=CC1(CC2CC12)C=O
gdb_48403,O=CC1(CC2CN12)C=O
gdb_48404,O=CC1(CC2NC12)C=O
gdb_48405,O=CC1(CC2OC12)C=O
gdb_48406,O=CC1(CN2CC12)C=O
gdb_48407,O=CC1(NC2CC12)C=O
gdb_48408,O=CC1(OC2CC12)C=O
gdb_48409,C1CC1OC2(CC2)C=O
gdb_48410,C1CC1CC2(CC2)C=O
gdb_48411,O=CC1(CC2CC2)CN1
gdb_48412,O=CC1(CC2CC2)CO1
gdb_48413,O=CC1(CC2CO2)CC1
gdb_48414,O=CC1(CC2CO2)CN1
gdb_48415,O=CC1(CC2CO2)CO1
gdb_48416,C1CC1(CN2CC2)C=O
gdb_48417,O=CC1(CN2CC2)CN1
gdb_48418,O=CC1(CN2CC2)CO1
gdb_48419,O=CC1(CC=CC1)C#C
gdb_48420,O=CC1(CC=CC1)C#N
gdb_48421,O=CC1(CN=CN1)C#C
gdb_48422,O=CC1(CN=CN1)C#N
gdb_48423,O=CC1(CN=CO1)C#C
gdb_48424,O=CC1(CN=CO1)C#N
gdb_48425,C1C=CCC1(C=O)C=O
gdb_48426,O=CC1(CN=CN1)C=O
gdb_48427,C1C(OC=N1)(C=O)C=O
gdb_48428,C#CCNC1(CC1)C=O
gdb_48429,C1CC1(C=O)NCC#N
gdb_48430,C#CCOC1(CC1)C=O
gdb_48431,C1CC1(C=O)OCC#N
gdb_48432,C#CCCC1(CC1)C=O
gdb_48433,O=CC1(CCC#C)CN1
gdb_48434,O=CC1(CCC#C)CO1
gdb_48435,C1CC1(CCC#N)C=O
gdb_48436,O=CC1(CCC#N)CN1
gdb_48437,O=CC1(CCC#N)CO1
gdb_48438,C1CC(C1)(C=O)C2CC2
gdb_48439,O=CC1(CCC1)C1CO1
gdb_48440,C1CC(C1)(C=O)N2CC2
gdb_48441,O=CC1(CCO1)C1CC1
gdb_48442,O=CC1(CCO1)C1CN1
gdb_48443,O=CC1(CCO1)C1CO1
gdb_48444,C1CC1C2(COC2)C=O
gdb_48445,O=CC1(COC1)C1CN1
gdb_48446,O=CC1(COC1)C1CO1
gdb_48447,C1CN1C2(COC2)C=O
gdb_48448,N=C1NCC1(C=O)C#N
gdb_48449,N=C1OCC1(C=O)C#C
gdb_48450,N=C1OCC1(C=O)C#N
gdb_48451,O=CC1(CCC1=O)C#C
gdb_48452,O=CC1(CCC1=O)C#N
gdb_48453,O=CC1(CNC1=O)C#C
gdb_48454,O=CC1(COC1=O)C#C
gdb_48455,O=CC1(COC1=O)C#N
gdb_48456,O=CC1(NCC1=O)C#C
gdb_48457,O=CC1(NCC1=O)C#N
gdb_48458,O=CC1(OCC1=O)C#C
gdb_48459,O=CC1(OCC1=O)C#N
gdb_48460,N=C1OCC1(C=O)C=O
gdb_48461,C1CC(C1=O)(C=O)C=O
gdb_48462,C1C(C(=O)N1)(C=O)C=O
gdb_48463,C1C(C(=O)O1)(C=O)C=O
gdb_48464,C1C(=O)C(N1)(C=O)C=O
gdb_48465,C1C(=O)C(O1)(C=O)C=O
gdb_48466,O=CC1(CCC=C1)C#C
gdb_48467,O=CC1(CCC=C1)C#N
gdb_48468,O=CC1(CNC=N1)C#C
gdb_48469,O=CC1(CNC=N1)C#N
gdb_48470,O=CC1(COC=N1)C#C
gdb_48471,O=CC1(COC=N1)C#N
gdb_48472,O=CC1(NCC=C1)C#N
gdb_48473,O=CC1(OCC=C1)C#C
gdb_48474,O=CC1(OCC=C1)C#N
gdb_48475,C1CC(C=C1)(C=O)C=O
gdb_48476,C1C(N=CN1)(C=O)C=O
gdb_48477,C1C(N=CO1)(C=O)C=O
gdb_48478,C1C=CC(N1)(C=O)C=O
gdb_48479,C1C=CC(O1)(C=O)C=O
gdb_48480,C#CC1(CCCC1)C=O
gdb_48481,C1CCC(C1)(C=O)C#N
gdb_48482,O=CC1(CCCN1)C#N
gdb_48483,O=CC1(CCCO1)C#C
gdb_48484,O=CC1(CCCO1)C#N
gdb_48485,O=CC1(CCOC1)C#C
gdb_48486,O=CC1(CCOC1)C#N
gdb_48487,O=CC1(COCO1)C#C
gdb_48488,O=CC1(COCO1)C#N
gdb_48489,C#CC1(OCCO1)C=O
gdb_48490,C1COC(O1)(C=O)C#N
gdb_48491,C1CCC(C1)(C=O)C=O
gdb_48492,C1CC(OC1)(C=O)C=O
gdb_48493,C1COCC1(C=O)C=O
gdb_48494,C1C(OCO1)(C=O)C=O
gdb_48495,C1COC(O1)(C=O)C=O
gdb_48496,O=CC12C3C1C1C3CC21
gdb_48497,O=CC12C3C1C1C3CN21
gdb_48498,O=CC12C3C1C1C3OC21
gdb_48499,O=CC12C3C1N1C3CC21
gdb_48500,O=CC12C3C1N1CC2C31
gdb_48501,O=CC12C3C4C(CC14)N23
gdb_48502,O=CC12C3C4CC1C4N23
gdb_48503,O=CC12C3C4NC1C4N23
gdb_48504,O=CC12C3C4OC1C4N23
gdb_48505,O=CC12C3C1C1CC3C21
gdb_48506,O=CC12C3C1C1CC3N21
gdb_48507,O=CC12C3C1C1OC3C21
gdb_48508,O=CC12C3C1N1CC3C21
gdb_48509,O=CC12C3C4CC(C14)N23
gdb_48510,O=CC12C3C4C1CC2N34
gdb_48511,O=CC12C3C4C3C1CC24
gdb_48512,O=CC12C3C4C3C1OC24
gdb_48513,O=CC12C3C4C3N1CC24
gdb_48514,O=CC12C3CC1C1C3N21
gdb_48515,O=CC12C3NC1C1C3N21
gdb_48516,O=CC12C3OC1C1C3N21
gdb_48517,O=CC12C3C(CN13)C2=O
gdb_48518,O=CC12C3CC(C13)C2=O
gdb_48519,O=CC12C3CC(N13)C2=O
gdb_48520,O=CC12C3CN(C13)C2=O
gdb_48521,O=CC12C3NC(C13)C2=O
gdb_48522,O=CC12C3OC(C13)C2=O
gdb_48523,O=CC12C3CC1=CCC23
gdb_48524,O=CC12C3CC1=CCN23
gdb_48525,O=CC12C3CC=C1CN23
gdb_48526,O=CC12C3CN=C1NC23
gdb_48527,O=CC12C3CN=C1OC23
gdb_48528,O=CC12C3CC1C(=O)C23
gdb_48529,O=CC12C3CC1C(=O)N23
gdb_48530,O=CC12C3CN1C(=O)C23
gdb_48531,O=CC12C3N1CC2C3=O
gdb_48532,O=CC12C3NC1C(=O)C23
gdb_48533,O=CC12C3OC1C(=O)C23
gdb_48534,O=CC12C3C=CC1CN23
gdb_48535,O=CC12C3CC1C=CC23
gdb_48536,O=CC12C3CC1N=CN23
gdb_48537,O=CC12C3CN1C=NC23
gdb_48538,O=CC12C3OC1C=CC23
gdb_48539,O=CC12C3CC1CC2C3
gdb_48540,O=CC12C3CC1CN2C3
gdb_48541,O=CC12C3CC1OC2C3
gdb_48542,O=CC12C3CN1CC2N3
gdb_48543,O=CC12C3CN1CC2O3
gdb_48544,O=CC12C3CC1CCC23
gdb_48545,O=CC12C3CC1CCN23
gdb_48546,O=CC12C3CC1COC23
gdb_48547,O=CC12C3CC1OCC23
gdb_48548,O=CC12C3CCC1CN23
gdb_48549,O=CC12C3CCC1OC23
gdb_48550,O=CC12C3CN1CCC23
gdb_48551,O=CC12C3COC1CN23
gdb_48552,O=CC12C3NC1COC23
gdb_48553,O=CC12C3OC1COC23
gdb_48554,O=CC12C3C4CN1C2C34
gdb_48555,O=CC12C3CC4C(C13)N24
gdb_48556,O=CC12C3CC4C(C14)C23
gdb_48557,O=CC12C3C4CC1N2C34
gdb_48558,O=CC12C3CC4C1N4C23
gdb_48559,O=CC12C3CN4C(C13)C24
gdb_48560,O=CC12C3OC4C(C14)C23
gdb_48561,O=CC12C=CC3C1CC23
gdb_48562,O=CC12C=CC3C1CN23
gdb_48563,O=CC12C=CC3C1OC23
gdb_48564,O=CC12C=CC3CC1C23
gdb_48565,O=CC12C=CC3CC1N23
gdb_48566,O=CC12C=CC3CN1C23
gdb_48567,O=CC12C=CC3OC1C23
gdb_48568,O=CC12N=CN3CC1C23
gdb_48569,O=CC12CC(C1)(C2)C#C
gdb_48570,O=CC12CC(C1)(C2)C#N
gdb_48571,O=CC12CC(C1)(N2)C#C
gdb_48572,O=CC12CC(C1)(N2)C#N
gdb_48573,O=CC12CC(C1)(O2)C#C
gdb_48574,O=CC12CC(C1)(O2)C#N
gdb_48575,O=CC12CC(C1)(C2)C=O
gdb_48576,O=CC12CC(C1)(N2)C=O
gdb_48577,O=CC12CC(C1)(O2)C=O
gdb_48578,N=C1OC2(CC1C2)C=O
gdb_48579,O=CC12CC(C1)C(=O)C2
gdb_48580,O=CC12CC(C1)C(=O)N2
gdb_48581,O=CC12CC(C1)C(=O)O2
gdb_48582,O=CC12CC(N1)C(=O)C2
gdb_48583,O=CC12CC(O1)C(=O)C2
gdb_48584,O=CC12CC(C1)C1CC21
gdb_48585,O=CC12CC(C1)C1CN21
gdb_48586,O=CC12CC(C1)C1NC21
gdb_48587,O=CC12CC(C1)C1OC21
gdb_48588,O=CC12CC(C1)N1CC21
gdb_48589,O=CC12CC(N1)C1NC21
gdb_48590,O=CC12CC(N1)C1OC21
gdb_48591,O=CC12CC(O1)C1CC21
gdb_48592,O=CC12CC(O1)C1NC21
gdb_48593,O=CC12CC(O1)C1OC21
gdb_48594,O=CC12CC(C1)C21CC1
gdb_48595,O=CC12CC(C1)C21CN1
gdb_48596,O=CC12CC(C1)C21CO1
gdb_48597,O=CC12CC(N1)C21CN1
gdb_48598,O=CC12CC(N1)C21CO1
gdb_48599,O=CC12CC(O1)C21CC1
gdb_48600,O=CC12CC(O1)C21CN1
gdb_48601,O=CC12CC(O1)C21CO1
gdb_48602,O=CC12CN(C1)C21CC1
gdb_48603,O=CC12CC(C1)C2C#C
gdb_48604,O=CC12CC(C1)C2C#N
gdb_48605,O=CC12CC(N1)C2C#C
gdb_48606,O=CC12CC(N1)C2C#N
gdb_48607,O=CC12CC(O1)C2C#C
gdb_48608,O=CC12CC(O1)C2C#N
gdb_48609,O=CC12CN(C1)C2C#C
gdb_48610,O=CC12CN(C1)C2C#N
gdb_48611,O=CC12CC(C1)C=CC2
gdb_48612,O=CC12CC(C1)N=CO2
gdb_48613,O=CC12CC(O1)C=CC2
gdb_48614,N=C1OC2CC1(C2)C=O
gdb_48615,O=CC12CC(C1)CC2=O
gdb_48616,O=CC12CC(C1)NC2=O
gdb_48617,O=CC12CC(C1)OC2=O
gdb_48618,O=CC12CC(CC1=O)N2
gdb_48619,O=CC12CC(CC1=O)O2
gdb_48620,O=CC12CN(C1)CC2=O
gdb_48621,O=CC12CC(C1)CC=C2
gdb_48622,O=CC12CC(C1)OC=N2
gdb_48623,O=CC12CC(CC=C1)O2
gdb_48624,O=CC12CN(C1)CC=C2
